pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2025-08-04,85.2,1.64,6.13,"Schwarber, Kyle",656941,700249,,ball,,,,,13,Ball,R,L,L,PHI,BAL,B,,,0,1,2025,-0.6,-0.12,-0.2570562868528960,1.113880079960790,,,,1,1,Bot,,,,,,,-3.2509875565753600,-124.02479514883300,-5.200586302205060,-5.515756679527440,24.99117348889420,-32.61618281351720,3.25,1.46,,,,84.8,2406,6,776877,668939,691723,702616,676059,683002,681297,666185,669236,54.47,,,,,,,,5,2,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,322,0.001,0.029,,,,-0.029,,0,0,0.524,0.524,25,32,25,32,1,0,50,1,6,1,3.26,-0.6,-0.6,40.9,,,,,
FF,2025-08-04,92.4,1.55,6.18,"Schwarber, Kyle",656941,700249,,called_strike,,,,,8,Called Strike,R,L,L,PHI,BAL,S,,,0,0,2025,0.94,1.54,-0.05923617956721280,1.8406543245773700,,,,1,1,Bot,,,,,,,-6.126207240120050,-134.16716930584900,-8.483796982232160,12.724216248035500,32.12220295567310,-11.876516505596000,3.5,1.6,,,,91.6,2443,6.2,776877,668939,691723,702616,676059,683002,681297,666185,669236,54.33,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,138,-0.002,-0.039,,,,0.039,,0,0,0.526,0.526,25,32,25,32,1,0,50,1,6,1,1.16,0.94,0.94,41.4,,,,,
FF,2025-08-04,95.9,-0.28,6.4,"Schwarber, Kyle",656941,682274,home_run,hit_into_play,,,,,4,Kyle Schwarber hits a grand slam (40) to right center field. Edmundo Sosa scores. Weston Wilson scores. Trea Turner scores.,R,L,R,PHI,BAL,X,,fly_ball,1,0,2025,-0.45,1.9,-0.366485633261106,2.5830759932353300,624641,642215,607208,2,6,Bot,203.96,61.44,,,,,0.7950205342475980,-139.44292062890600,-8.660723254193220,-6.052726833247720,33.89929085104230,-5.696929957021560,3.36,1.52,390,100.5,32,95,2468,6,776877,668939,691723,702616,676059,683002,681297,666185,669236,54.53,0.44361538461538500,0.8704230769230770,2,1,0,3,6,52,2,4-Seam Fastball,7,3,7,3,3,11,11,3,Infield shade,Standard,201,0.039,1.116,80.2,7.7,1.6994615384615400,-1.116,100.5,4,4,0.957,0.957,29,32,30,32,1,3,6,1,1,1,0.6,0.45,-0.45,60.8,17.500067989830700,-7.096488377674030,29.56509705601290,37.23269652235530,38.05390158853660
FF,2025-08-04,95.1,-0.47,6.46,"Schwarber, Kyle",656941,682274,,ball,,,,,13,Ball,R,L,R,PHI,BAL,B,,,0,0,2025,-0.59,1.84,-1.445540047922710,1.6219122352751000,624641,642215,607208,2,6,Bot,,,,,,,-1.2356878064706300,-137.99535783987800,-10.993626616600000,-7.162318646673490,34.00237120373750,-6.32997857156274,3.36,1.55,,,,94,2393,6,776877,668939,691723,702616,676059,683002,681297,666185,669236,54.47,,,,,,,,52,1,4-Seam Fastball,7,3,7,3,3,7,7,3,Infield shade,Standard,202,0.002,0.032,,,,-0.032,,4,4,0.955,0.955,29,32,30,32,1,3,6,1,1,1,0.71,0.59,-0.59,59.7,,,,,
FF,2025-08-03,93.2,-2.53,5.48,"Schwarber, Kyle",656941,450203,double,hit_into_play,,,,,2,Kyle Schwarber doubles (17) on a sharp line drive to right fielder Wenceel Pérez.,R,L,R,PHI,DET,X,9,line_drive,3,0,2025,-0.86,1.26,-0.23395486448244100,3.132666097394740,,,,1,6,Bot,212.91,108.07,,,,,7.789107068101580,-135.50069764200500,-2.994614719983750,-12.320959464710700,31.395606701009200,-16.185825852130300,3.36,1.53,194,115.5,11,93,2253,6.3,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.16,0.78,0.83,1.25,1,1,1,6,40,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,233,0.027,0.388,82.5,7.7,1.165,-0.388,115.5,1,1,0.733,0.733,41,32,42,32,3,2,5,1,6,1,1.38,0.86,-0.86,22.0,19.560096233553300,-13.600396130391700,29.891714456792100,35.761082659948400,35.35982340505220
FF,2025-08-03,93.7,-2.45,5.45,"Schwarber, Kyle",656941,450203,,ball,,,,,1,Ball,R,L,R,PHI,DET,B,,,2,0,2025,-1.08,1.18,-0.4995302814892900,3.4171621123247800,,,,1,6,Bot,,,,,,,7.417708136842380,-136.1794846044190,-2.0751986345597400,-15.169530139521800,32.71956028455510,-17.258766813504300,3.32,1.53,,,,93.2,2371,6.3,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.25,,,,,,,,40,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,235,0.007,0.143,,,,-0.143,,1,1,0.726,0.726,41,32,42,32,3,2,5,1,6,1,1.44,1.08,-1.08,21.7,,,,,
CU,2025-08-03,82.2,-2.61,5.4,"Schwarber, Kyle",656941,450203,,ball,,,,,11,Ball,R,L,R,PHI,DET,B,,,1,0,2025,1.33,-0.79,-0.06027954975435360,3.404075429052980,,,,1,6,Bot,,,,,,,3.1803690868631900,-119.50485597293100,3.6210971131993200,11.995517178666400,25.595627822149100,-40.71156970492390,3.22,1.51,,,,81.6,3188,6.2,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.32,,,,,,,,40,2,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,71,0.005,0.071,,,,-0.071,,1,1,0.721,0.721,41,32,42,32,3,2,5,1,6,1,4.2,-1.33,1.33,21.0,,,,,
CU,2025-08-03,81.1,-2.74,5.41,"Schwarber, Kyle",656941,450203,,ball,,,,,14,Ball,R,L,R,PHI,DET,B,,,0,0,2025,1.38,-0.78,1.1796333317790400,1.3978886871731300,,,,1,6,Bot,,,,,,,6.128765670870180,-117.91157561712800,-0.7380381101133280,11.365842238019300,25.560542948364800,-39.47316475225640,3.25,1.5,,,,80.7,3251,6.4,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.14,,,,,,,,40,1,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,60,0.002,0.039,,,,-0.039,,1,1,0.719,0.719,41,32,42,32,3,2,5,1,6,1,4.29,-1.38,1.38,19.4,,,,,
CU,2025-08-03,82.4,-2.62,5.36,"Schwarber, Kyle",656941,450203,hit_by_pitch,hit_by_pitch,,,,,14,Kyle Schwarber hit by pitch.,R,L,R,PHI,DET,B,,,2,1,2025,1.47,-0.83,1.5233971058727900,0.3874506525585480,,,,1,3,Bot,,,,,,,6.539280764520670,-119.70991974636100,-3.0396172051388600,12.549401888891900,26.612085846250100,-39.6538544106294,3.36,1.53,,,,81.7,3282,6.3,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.23,,0.722289,0.7,1,0,0,,21,4,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,55,0.021,0.373,,,,-0.373,,1,1,0.65,0.65,41,32,42,32,2,1,5,1,6,1,4.24,-1.47,1.47,21.0,,,,,
CU,2025-08-03,81.7,-2.55,5.44,"Schwarber, Kyle",656941,450203,,swinging_strike,,,,,14,Swinging Strike,R,L,R,PHI,DET,S,,,2,0,2025,1.37,-0.73,1.1581602827752600,1.8860629461062600,,,,1,3,Bot,,,,,,,5.715114267001080,-118.88568870138800,0.0654703426798442,11.641467731777500,25.26676139178360,-39.31284955595330,3.36,1.53,,,,81.3,3268,6.3,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.21,,,,,,,,21,3,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,48,-0.005,-0.066,23.8,6.7,,0.066,,1,1,0.655,0.655,41,32,42,32,2,1,5,1,6,1,4.18,-1.37,1.37,20.7,35.109708854836600,-13.160006293357200,25.012212505137300,20.18329149654010,34.45730763626710
FF,2025-08-03,94.6,-2.63,5.52,"Schwarber, Kyle",656941,450203,,ball,,,,,11,Ball,R,L,R,PHI,DET,B,,,1,0,2025,-1.08,1.06,-1.1706650473202200,4.6105798551901400,,,,1,3,Bot,,,,,,,6.193389538289220,-137.60939090602500,0.9648807677932720,-15.142965629201000,31.83136381957760,-19.23317441673210,3.38,1.62,,,,94.2,2423,6.2,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.34,,,,,,,,21,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,235,0.005,0.071,,,,-0.071,,1,1,0.65,0.65,41,32,42,32,2,1,5,1,6,1,1.5,1.08,-1.08,22.6,,,,,
CU,2025-08-03,81.2,-2.66,5.47,"Schwarber, Kyle",656941,450203,,ball,,,,,13,Ball,R,L,R,PHI,DET,B,,,0,0,2025,1.56,-0.71,-1.3249396282412400,1.9951622925426200,,,,1,3,Bot,,,,,,,-0.01536997057304280,-118.20445495761200,0.25935737185470400,14.540319176311000,25.06542636794440,-39.105835800038800,3.23,1.53,,,,80.5,3180,6.1,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.44,,,,,,,,21,1,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,66,0.002,0.039,,,,-0.039,,1,1,0.648,0.648,41,32,42,32,2,1,5,1,6,1,4.2,-1.56,1.56,21.3,,,,,
FF,2025-08-03,92.2,1.37,6.04,"Schwarber, Kyle",656941,663947,home_run,hit_into_play,,,,,1,Kyle Schwarber homers (38) on a fly ball to center field.,R,L,L,PHI,DET,X,,fly_ball,0,2,2025,0.34,1.19,-0.6103806995710470,3.4361587423438300,,,,2,8,Bot,106.92,23.64,,,,,-5.794849247566370,-134.18030604222200,-3.416923058410830,5.31377582789062,28.70266521756020,-17.24379316396050,3.36,1.53,435,108.7,32,92.8,2119,6.6,776890,693307,679529,650402,628451,595879,682985,663837,672761,53.91,0.9267142857142860,2,2,1,0,3,6,58,3,4-Seam Fastball,1,0,1,0,0,2,2,0,Infield shade,Standard,136,0.087,2.696,77.2,7.0,3.691357142857140,-2.696,108.7,1,1,0.84,0.84,29,32,29,32,1,3,2,1,3,1,1.49,0.34,0.34,42.3,17.89772647827880,12.49303960608080,23.707934323006000,41.08515565805770,27.068561882466500
ST,2025-08-03,82,1.76,5.89,"Schwarber, Kyle",656941,663947,,swinging_strike,,,,,5,Swinging Strike,R,L,L,PHI,DET,S,,,0,1,2025,-1.06,0.44,-0.19375732898731600,2.3404031094340400,,,,2,8,Bot,,,,,,,-2.3636580487608200,-119.47248868986300,-2.353965292896560,-9.731767506805870,22.73875881186840,-27.68437948153610,3.36,1.53,,,,82.5,2813,6.5,776890,693307,679529,650402,628451,595879,682985,663837,672761,54,,,,,,,,58,2,Sweeper,1,0,1,0,0,1,1,0,Infield shade,Standard,294,-0.002,-0.057,75.5,8.2,,0.057,,1,1,0.842,0.842,29,32,29,32,1,3,2,1,3,1,2.93,-1.06,-1.06,36.4,24.054143616097000,-33.48625453989590,30.335293654671100,35.550760334375800,50.97934665466390
ST,2025-08-03,81.2,1.68,5.9,"Schwarber, Kyle",656941,663947,,called_strike,,,,,5,Called Strike,R,L,L,PHI,DET,S,,,0,0,2025,-1.2,0.08,0.08112478192695410,2.3083690323267500,,,,2,8,Bot,,,,,,,-1.2762732387744800,-118.32482211839500,-1.6112781136026600,-11.066441743607200,22.762795551867900,-31.28661143157200,3.33,1.57,,,,81.6,2768,6.5,776890,693307,679529,650402,628451,595879,682985,663837,672761,54,,,,,,,,58,1,Sweeper,1,0,1,0,0,1,1,0,Infield shade,Standard,297,-0.001,-0.043,,,,0.043,,1,1,0.843,0.843,29,32,29,32,1,3,2,1,3,1,3.36,-1.2,-1.2,37.1,,,,,
CU,2025-08-03,81.6,-2.68,5.52,"Schwarber, Kyle",656941,450203,field_out,hit_into_play,,,,,8,"Kyle Schwarber grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",R,L,R,PHI,DET,X,4,ground_ball,0,2,2025,1.54,-1.05,-0.2529343224165610,1.7127868606802800,,,,1,1,Bot,154.18,153.04,,,,,2.482538469309940,-118.74308922743700,0.1335277215585610,13.87658292208370,26.080996717971400,-42.25899461721160,3.36,1.53,10,95.3,-11,80.9,3318,6.1,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.38,0.208,0.182,0,1,0,0,2,5,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,62,-0.01,-0.163,83.3,7.6,0.257,0.163,95.3,0,0,0.52,0.52,41,32,42,32,1,0,5,1,6,1,4.51,-1.54,1.54,22.1,15.38406605008600,-5.323414591502010,34.810686011465300,37.86685167469600,33.31680349087760
FF,2025-08-03,96.4,-2.62,5.63,"Schwarber, Kyle",656941,450203,,foul,,,,,1,Foul,R,L,R,PHI,DET,S,,,0,1,2025,-0.89,1.13,-0.6900933287928720,3.2665286352527600,,,,1,1,Bot,,,,,,,7.104786834470340,-140.23433237185200,-3.2245737338096600,-13.345855038546600,34.03081802997190,-16.754635989031900,3.36,1.53,283,82.4,44,95.8,2336,6.1,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.38,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,234,-0.004,-0.052,72.8,6.6,,0.052,88.0,0,0,0.524,0.524,41,32,42,32,1,0,5,1,6,1,1.34,0.89,-0.89,22.2,5.221383679935050,22.444392518101900,25.619114621832300,41.852191898144200,19.463901418262800
FC,2025-08-03,87.1,-2.68,5.54,"Schwarber, Kyle",656941,450203,,foul,,,,,6,Foul,R,L,R,PHI,DET,S,,,0,0,2025,0.23,0.21,0.35584348290840300,2.3193713546006400,,,,1,1,Bot,,,,,,,6.828537585190640,-126.77153241138100,-2.083584925325680,1.2478594965813200,23.211033636004200,-29.641414839735200,3.36,1.53,253,109.9,14,87.6,2555,6.3,776890,693307,679529,650402,628451,595879,682985,663837,672761,54.16,,,,,,,,5,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,134,-0.002,-0.039,78.8,8.1,,0.039,109.9,0,0,0.526,0.526,41,32,42,32,1,0,5,1,6,1,2.76,-0.23,0.23,22.5,17.828424392986100,-21.907405183396600,32.49632847761950,30.963277223558000,42.059689421594400
FF,2025-08-02,97.8,1.62,6.44,"Schwarber, Kyle",656941,669373,field_out,hit_into_play,,,,,11,Kyle Schwarber flies out to left fielder Riley Greene in foul territory.,R,L,L,PHI,DET,X,7,fly_ball,1,0,2025,0.27,1.73,-0.8759535780636460,2.758171484742330,,642215,,2,6,Bot,58.41,149.38,,,,,-7.363828376303990,-141.84677330516200,-8.316300962751670,5.55683841837735,37.86367611439870,-7.102720566850990,3.35,1.5,207,87.7,55,97.3,2544,6.5,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.95,0.013,0.015,0,1,0,0,3,46,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,156,-0.05,-0.308,72.7,7.3,0.021,0.308,88.0,-2,-2,0.235,0.235,28,32,29,32,3,2,7,1,6,1,0.7,0.27,0.27,52.0,8.551119832088640,9.236354219125740,27.24451747399980,43.64304187767120,26.318960677448400
SL,2025-08-02,90,1.85,6.33,"Schwarber, Kyle",656941,669373,,ball,,,,,13,Ball,R,L,L,PHI,DET,B,,,0,0,2025,-0.4,0.6,-2.316384529017660,1.8410001611900700,,642215,,2,6,Bot,,,,,,,-9.546778317230430,-130.57812959804800,-6.411665993818890,-2.4292396071046200,28.96910663240270,-24.10498643646080,3.39,1.6,,,,90.3,2171,6.7,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.75,,,,,,,,46,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard,169,0.002,0.019,,,,-0.019,,-2,-2,0.233,0.233,28,32,29,32,3,2,7,1,6,1,2.25,-0.4,-0.4,50.6,,,,,
FF,2025-08-02,98.3,1.5,6.52,"Schwarber, Kyle",656941,669373,strikeout,swinging_strike,,,,,11,Kyle Schwarber strikes out swinging.,R,L,L,PHI,DET,S,2,,2,2,2025,0.23,1.67,-0.6239997140441990,3.7569602436823300,,,,0,4,Bot,,,,,,,-6.329725884493770,-142.96547073157800,-5.871681419011990,4.758384618696770,35.46078825545310,-8.197253873565370,3.35,1.5,,,,98.4,2374,6.6,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.95,,0,0,1,0,0,,28,5,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,156,-0.026,-0.232,49.9,6.2,,0.232,,-2,-2,0.308,0.308,28,32,29,32,2,1,7,1,6,1,0.71,0.23,0.23,52.9,8.016127211244960,36.363675265739800,26.56641525268360,41.61206283059710,7.0158697897076000
FF,2025-08-02,98.1,1.49,6.38,"Schwarber, Kyle",656941,669373,,foul,,,,,5,Foul,R,L,L,PHI,DET,S,,,2,1,2025,-0.05,1.55,-0.14425903646011400,2.1389498434048000,,,,0,4,Bot,,,,,,,-4.303857493589770,-142.52166874190200,-9.537413024184440,0.4494992500041780,35.82620639797770,-8.981837505555330,3.35,1.5,88,82.9,10,97.8,2525,6.4,776912,693307,679529,650402,656716,595879,682985,672761,681481,54.06,,,,,,,,28,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,161,-0.008,-0.073,80.8,7.5,,0.073,88.0,-2,-2,0.316,0.316,28,32,29,32,2,1,7,1,6,1,0.84,-0.05,-0.05,52.1,11.26261744490580,-1.717418630092460,35.34318006815310,34.84567632283560,31.893915031385400
CH,2025-08-02,87.8,1.73,6.29,"Schwarber, Kyle",656941,669373,,ball,,,,,13,Ball,R,L,L,PHI,DET,B,,,1,1,2025,1.6,0.35,-1.1067391346087100,1.080759699081850,,,,0,4,Bot,,,,,,,-10.241555059322200,-127.2310014777050,-7.124328250973960,19.6084328706432,29.778054647048800,-26.847390635778000,3.37,1.62,,,,87.6,1918,6.7,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.78,,,,,,,,28,3,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,132,0.006,0.055,,,,-0.055,,-2,-2,0.31,0.31,28,32,29,32,2,1,7,1,6,1,2.66,1.6,1.6,46.7,,,,,
CH,2025-08-02,88.7,1.84,6.23,"Schwarber, Kyle",656941,669373,,ball,,,,,14,Ball,R,L,L,PHI,DET,B,,,0,1,2025,1.59,0.33,0.030292254237952200,1.0159602304613900,,,,0,4,Bot,,,,,,,-7.828745570397920,-128.67483805229000,-7.313567309831350,19.31897545846690,30.69326392937320,-26.98978914370300,3.25,1.57,,,,88.8,1799,6.8,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.65,,,,,,,,28,2,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,130,0.003,0.031,,,,-0.031,,-2,-2,0.307,0.307,28,32,29,32,2,1,7,1,6,1,2.62,1.59,1.59,44.0,,,,,
SI,2025-08-02,97.6,1.56,6.47,"Schwarber, Kyle",656941,669373,,foul,,,,,3,Foul,R,L,L,PHI,DET,S,,,0,0,2025,1.04,1.54,0.6545481978897930,3.3110834289440500,,,,0,4,Bot,,,,,,,-4.816965826264070,-141.8295174556570,-6.482352761189010,15.089163733129100,35.444241830393000,-10.112605004987000,3.35,1.5,,,,97.3,2383,6.4,776912,693307,679529,650402,656716,595879,682985,672761,681481,54.08,,,,,,,,28,1,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,160,-0.004,-0.039,82.0,7.4,,0.039,,-2,-2,0.311,0.311,28,32,29,32,2,1,7,1,6,1,0.88,1.04,1.04,51.4,14.914108596659500,-15.318062175842300,28.913028205895800,25.390200556414500,32.81147084810410
SL,2025-08-02,88.2,-2.06,5.74,"Schwarber, Kyle",656941,676684,strikeout,swinging_strike,,,,,14,Kyle Schwarber strikes out swinging.,R,L,R,PHI,DET,S,2,,1,2,2025,0.56,-0.12,0.5507933144758350,1.3701247038921100,,,669016,1,8,Bot,,,,,,,5.176530933529590,-128.26807559842600,-4.206130490268980,4.930095387192580,30.484272335203400,-32.68036218973060,3.35,1.5,,,,87.7,2804,6.3,776912,693307,679529,650402,656716,595879,682985,663837,672761,54.16,,0,0,1,0,0,,67,5,Slider,3,7,3,7,7,3,3,7,Infield shade,Standard,38,-0.014,-0.178,77.1,8.2,,0.178,,-4,-4,0.04,0.04,30,32,30,32,1,3,1,1,4,1,3.09,-0.56,0.56,48.2,23.700391477910000,-25.093875787600900,36.31361357524930,28.047186193291800,40.96105171525330
SL,2025-08-02,87.5,-2.13,5.8,"Schwarber, Kyle",656941,676684,,foul,,,,,5,Foul,R,L,R,PHI,DET,S,,,1,2,2025,0.76,-0.15,-0.14336141455439300,2.30335011931411,,,669016,1,8,Bot,,,,,,,3.235234019327060,-127.54257377160200,-2.018602801163990,7.65811029117502,25.336146409615400,-33.62337664404810,3.35,1.5,186,69.2,51,87.7,2685,6.2,776912,693307,679529,650402,656716,595879,682985,663837,672761,54.28,,,,,,,,67,4,Slider,3,7,3,7,7,3,3,7,Infield shade,Standard,50,0,0,77.7,7.2,,0,88.0,-4,-4,0.04,0.04,30,32,30,32,1,3,1,1,4,1,3.11,-0.76,0.76,50.4,5.155756648057350,4.317601479578570,32.3853822775813,34.982441746955700,28.132309163023900
FF,2025-08-02,97.3,-1.88,5.83,"Schwarber, Kyle",656941,676684,,foul,,,,,4,Foul,R,L,R,PHI,DET,S,,,1,1,2025,-0.48,1.39,-0.4399353307853920,2.1581142623574300,,,669016,1,8,Bot,,,,,,,5.009047272258450,-141.39249328910000,-7.494653622880710,-7.6623138138765700,34.04061258993010,-12.065112048012600,3.35,1.5,213,75.4,42,97.6,2201,6.7,776912,693307,679529,650402,656716,595879,682985,663837,672761,53.84,,,,,,,,67,3,4-Seam Fastball,3,7,3,7,7,3,3,7,Infield shade,Standard,214,-0.004,-0.056,77.4,7.3,,0.056,88.0,-4,-4,0.044,0.044,30,32,30,32,1,3,1,1,4,1,1.04,0.48,-0.48,52.2,3.237349220157980,4.119054175987420,33.69641445763970,38.406872610007800,25.729766821557200
SL,2025-08-02,88.7,-2.16,5.74,"Schwarber, Kyle",656941,676684,,swinging_strike,,,,,14,Swinging Strike,R,L,R,PHI,DET,S,,,1,0,2025,0.43,-0.4,0.30122647174266700,0.8445624555255070,,,669016,1,8,Bot,,,,,,,5.116752301134770,-129.00368340911000,-5.0552305608527300,3.6812722084339500,27.280185337119700,-35.73360936064500,3.35,1.5,,,,88.6,2812,6.3,776912,693307,679529,650402,656716,595879,682985,663837,672761,54.2,,,,,,,,67,2,Slider,3,7,3,7,7,3,3,7,Infield shade,Standard,127,-0.005,-0.056,77.5,7.9,,0.056,,-4,-4,0.049,0.049,30,32,30,32,1,3,1,1,4,1,3.3,-0.43,0.43,48.8,15.610379759962000,-15.473714144663700,38.32648823880040,30.99964681632780,38.22906488756770
FF,2025-08-02,96.8,-1.84,5.86,"Schwarber, Kyle",656941,676684,,ball,,,,,3,Ball,R,L,R,PHI,DET,B,,,0,0,2025,-0.46,1.46,0.3050958806711420,3.4247768709385500,,,669016,1,8,Bot,,,,,,,6.783856967010150,-140.85550622635600,-4.269355940152490,-7.630917478573220,32.357280382942000,-12.007535408203100,3.5,1.6,,,,96.9,2164,6.4,776912,693307,679529,650402,656716,595879,682985,663837,672761,54.14,,,,,,,,67,1,4-Seam Fastball,3,7,3,7,7,3,3,7,Infield shade,Standard,211,0.004,0.035,,,,-0.035,,-4,-4,0.045,0.045,30,32,30,32,1,3,1,1,4,1,0.98,0.46,-0.46,59.8,,,,,
FF,2025-08-02,98.5,1.44,6.45,"Schwarber, Kyle",656941,669373,strikeout,foul_tip,,,,,11,Kyle Schwarber strikes out on a foul tip.,R,L,L,PHI,DET,S,2,,0,2,2025,-0.18,1.45,-0.8932010935624540,2.6843684113806600,,,,1,1,Bot,,,,,,,-5.907270616212760,-143.08441568395400,-8.076381255987250,-1.0484915166503400,35.323520799996400,-10.596048189404200,3.35,1.5,,,,98.2,2392,6.4,776912,693307,679529,650402,656716,595879,682985,672761,681481,54.11,,0,0,1,0,0,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,163,-0.01,-0.163,75.4,7.6,,0.163,,0,0,0.52,0.52,28,32,29,32,1,0,7,1,6,1,0.92,-0.18,-0.18,56.9,12.365610425092200,2.5822396863512,28.4213756181706,45.18275049330420,28.373785530643700
SI,2025-08-02,98.1,1.66,6.26,"Schwarber, Kyle",656941,669373,,called_strike,,,,,1,Called Strike,R,L,L,PHI,DET,S,,,0,1,2025,1.28,0.79,-0.40237268629161800,3.157206657473630,,,,1,1,Bot,,,,,,,-8.563180868420370,-142.40644850606900,-4.66391050840105,19.46447045819690,37.24760790270490,-20.552852409667700,3.32,1.57,,,,97.7,2256,6.5,776912,693307,679529,650402,656716,595879,682985,672761,681481,53.97,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,151,-0.004,-0.052,,,,0.052,,0,0,0.524,0.524,28,32,29,32,1,0,7,1,6,1,1.62,1.28,1.28,51.3,,,,,
SL,2025-08-02,91.4,1.91,6.27,"Schwarber, Kyle",656941,669373,,called_strike,,,,,8,Called Strike,R,L,L,PHI,DET,S,,,0,0,2025,-0.42,0.26,-0.2126216079785320,1.785403123817270,,,,1,1,Bot,,,,,,,-4.473362203616820,-133.05443629974400,-6.015478627998710,-4.007787744068460,28.36033326010420,-27.983981450293000,3.25,1.6,,,,91.8,2355,6.5,776912,693307,679529,650402,656716,595879,682985,672761,681481,54,,,,,,,,6,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,184,-0.002,-0.039,,,,0.039,,0,0,0.526,0.526,28,32,29,32,1,0,7,1,6,1,2.46,-0.42,-0.42,49.0,,,,,
