pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-05-24,84.8,2.39,6.03,"Schwarber, Kyle",656941,605488,,called_strike,,,,,1,Called Strike,R,L,L,ATH,PHI,S,,,0,0,2025,-0.35,0.06,-0.5487784143582280,2.664428525675050,,,547180,0,1,Top,,,,,,,-6.170323337407880,-123.36053248325500,-1.6488509149242300,-2.345955397312010,24.77277073666670,-31.44438095276470,3.19,1.38,,,,84.8,2127,6.3,777784,669127,701762,649966,680474,805779,691016,672016,609280,54.15,,,,,,,,3,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,202,0.005,-0.043,,,,0.043,,-1,1,0.372,0.628,32,32,33,32,1,0,6,1,6,1,3.11,-0.35,-0.35,45.6,,,,,
FC,2025-05-24,90.8,-2.25,6.12,"Schwarber, Kyle",656941,687765,double,hit_into_play,,,,,6,Kyle Schwarber doubles (5) on a sharp line drive to right fielder CJ Alexander. Max Kepler scores. Trea Turner scores. Kyle Schwarber to 3rd.,R,L,R,ATH,PHI,X,9,line_drive,0,0,2025,0.65,0.21,0.3193877675728750,2.163793908453850,,596146,607208,1,11,Top,212.03,101.77,,,,,5.0252996846322100,-132.16333658858900,-4.394257122209860,6.521334508412470,29.256975099965000,-29.01624090154930,3.31,1.51,319,111.2,18,90.6,2668,6.2,777784,669127,669722,649966,609280,805779,691016,671732,680769,54.29,0.7245,1.2236875,1.25,1,1,1,6,97,1,Cutter,6,6,6,6,8,6,8,6,Standard,Standard,178,-0.292,0.79,81.7,7.8,2.2680625000000000,-0.79,111.2,0,0,0.417,0.583,27,32,27,32,1,5,2,1,3,1,2.57,-0.65,0.65,45.9,15.545640568873500,-14.902724251882100,31.880717865955200,29.502601509039900,36.14667261722330
FF,2025-05-24,92.1,-2.95,5.45,"Schwarber, Kyle",656941,686993,field_out,hit_into_play,,,,,11,Kyle Schwarber flies out to center fielder Denzel Clarke.,R,L,R,ATH,PHI,X,8,fly_ball,0,0,2025,-0.84,1.39,-1.0068023936742400,2.9548680748300100,,,547180,2,7,Top,137.11,82.42,,,,,6.781488731149170,-133.9846174786640,-3.50950823133505,-11.621328517700100,30.525199307464900,-14.917728263658600,3.31,1.51,363,97,35,92.3,2318,6.5,777784,669127,701762,649966,609280,805779,691016,672016,671732,53.96,0.19875000000000000,0.379,0,1,0,0,3,61,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shade,Standard,219,0.041,-0.271,79.8,7.5,0.748,0.271,97.0,0,0,0.547,0.45300000000000000,28,32,29,32,1,3,1,1,4,1,1.31,0.84,-0.84,34.8,18.190649147222900,5.48563080951221,24.22516990408110,44.17627664249530,29.423658190036600
SL,2025-05-23,78.2,3.75,4.93,"Schwarber, Kyle",656941,682052,field_out,hit_into_play,,,,,4,Kyle Schwarber pops out to second baseman Luis Urías.,R,L,L,ATH,PHI,X,4,popup,3,2,2025,-0.8,0.02,-0.6029478567889500,2.500624476727300,,,547180,0,6,Top,150.24,159.79,,,,,-7.97501223450051,-113.57427513230300,1.7400903578326600,-5.169394098592220,23.623048512290000,-32.63451610137180,3.29,1.52,123,82.2,69,78.4,2378,6.8,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.65,0.003,0.002,0,1,0,0,3,38,6,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,279,0.044,-0.313,80.3,7.8,0.003,0.313,88.0,-1,1,0.294,0.706,27,32,27,32,3,2,24,1,6,1,3.76,-0.8,-0.8,10.6,20.578789761789700,-14.514341629561200,27.84350747960930,38.96556442609140,41.882418591965700
SL,2025-05-23,79.6,3.83,5.01,"Schwarber, Kyle",656941,682052,,called_strike,,,,,9,Called Strike,R,L,L,ATH,PHI,S,,,3,1,2025,-0.45,-0.25,0.4648633006943530,1.8388952787597000,,,547180,0,6,Top,,,,,,,-6.576776393568980,-115.67412537988800,0.38811580802881900,-2.613821093276710,24.923012047521100,-34.69853259182220,3.31,1.54,,,,79.7,2307,6.8,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.71,,,,,,,,38,5,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,277,0.014,-0.081,,,,0.081,,-1,1,0.28,0.72,27,32,27,32,3,2,24,1,6,1,3.9,-0.45,-0.45,14.1,,,,,
FF,2025-05-23,91.1,3.77,5.07,"Schwarber, Kyle",656941,682052,,ball,,,,,13,Ball,R,L,L,ATH,PHI,B,,,2,1,2025,1.55,0.68,-1.1289614876607000,1.9797211175017700,,,547180,0,6,Top,,,,,,,-15.785687300940600,-131.6714295719500,-3.2502166364993300,21.469361964945800,29.500295698044900,-23.65550227656700,3.46,1.51,,,,91.7,2102,7.1,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.36,,,,,,,,38,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,115,-0.017,0.116,,,,-0.116,,-1,1,0.297,0.7030000000000000,27,32,27,32,3,2,24,1,6,1,2.11,1.55,1.55,17.5,,,,,
SL,2025-05-23,78.2,3.83,5.02,"Schwarber, Kyle",656941,682052,,called_strike,,,,,4,Called Strike,R,L,L,ATH,PHI,S,,,2,0,2025,-0.4,0.07,-0.6139120547295900,2.306811526851690,,,547180,0,6,Top,,,,,,,-8.9118951386395,-113.48279177472300,1.0008016098236000,-1.6267843059791800,22.590826601766200,-31.999502455862100,3.17,1.47,,,,78.5,2258,6.9,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.65,,,,,,,,38,3,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,277,0.011,-0.066,,,,0.066,,-1,1,0.286,0.714,27,32,27,32,3,2,24,1,6,1,3.7,-0.4,-0.4,15.9,,,,,
SL,2025-05-23,78.7,3.84,4.99,"Schwarber, Kyle",656941,682052,,ball,,,,,13,Ball,R,L,L,ATH,PHI,B,,,1,0,2025,-0.71,0.27,-0.9443570429145100,1.6621388476832000,,,547180,0,6,Top,,,,,,,-9.100879768692650,-114.22657914248300,-0.7597828126711500,-4.212788346903640,24.44969175866370,-29.89329261288660,3.39,1.56,,,,78.5,2375,6.7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.81,,,,,,,,38,2,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,283,-0.011,0.062,,,,-0.062,,-1,1,0.297,0.7030000000000000,27,32,27,32,3,2,24,1,6,1,3.47,-0.71,-0.71,13.6,,,,,
FC,2025-05-23,88.1,3.82,5.14,"Schwarber, Kyle",656941,682052,,ball,,,,,13,Ball,R,L,L,ATH,PHI,B,,,0,0,2025,0.29,0.85,-1.469669299370660,2.4279951179303300,,,547180,0,6,Top,,,,,,,-13.563797717164400,-127.52443130902700,-2.1988289999948700,5.984034932213320,27.05678744529740,-22.586661389213000,3.42,1.6,,,,88.8,1578,7.1,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.41,,,,,,,,38,1,Cutter,0,1,1,0,1,0,1,0,Infield shade,Standard,93,-0.005,0.04,,,,-0.04,,-1,1,0.302,0.698,27,32,27,32,3,2,24,1,6,1,2.12,0.29,0.29,19.3,,,,,
SL,2025-05-23,78.9,3.88,4.97,"Schwarber, Kyle",656941,682052,strikeout,called_strike,,,,,7,Kyle Schwarber called out on strikes.,R,L,L,ATH,PHI,S,2,,2,2,2025,-0.91,0.27,-0.337652963577718,1.7722105458301300,,,,1,3,Top,,,,,,,-7.55937606456186,-114.681295802651,-0.6406809793978360,-6.671443238768680,20.760546979584400,-29.86106325782240,3.24,1.45,,,,79.8,2355,6.9,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.6,,0,0,1,0,0,,19,5,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,283,0.014,-0.228,,,,0.228,,-1,1,0.412,0.5880000000000000,27,32,27,32,2,1,24,1,6,1,3.39,-0.91,-0.91,15.1,,,,,
SL,2025-05-23,77.9,3.69,5.11,"Schwarber, Kyle",656941,682052,,called_strike,,,,,4,Called Strike,R,L,L,ATH,PHI,S,,,2,1,2025,-1.12,-0.05,-0.6467154004119600,2.5506949235614000,,,,1,3,Top,,,,,,,-7.306483776820870,-113.2327003446270,1.5416344637856900,-8.319273719199990,20.907776210077900,-33.096628049879100,3.41,1.55,,,,78.4,2338,6.8,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.75,,,,,,,,19,4,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,280,0.004,-0.07,,,,0.07,,-1,1,0.408,0.5920000000000000,27,32,27,32,2,1,24,1,6,1,3.81,-1.12,-1.12,17.7,,,,,
FF,2025-05-23,92.4,3.96,5.02,"Schwarber, Kyle",656941,682052,,ball,,,,,12,Ball,R,L,L,ATH,PHI,B,,,1,1,2025,1.43,0.88,1.4918256189321100,3.301218942905670,,,,1,3,Top,,,,,,,-9.496044428509830,-134.20955725645100,-0.44927744208848200,19.298658537763500,29.606822052132900,-21.61714066643800,3.46,1.56,,,,93.4,2148,7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.5,,,,,,,,19,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,121,-0.003,0.055,,,,-0.055,,-1,1,0.411,0.589,27,32,27,32,2,1,24,1,6,1,1.8,1.43,1.43,14.0,,,,,
FF,2025-05-23,90.7,3.61,5.24,"Schwarber, Kyle",656941,682052,,ball,,,,,11,Ball,R,L,L,ATH,PHI,B,,,0,1,2025,1.14,0.85,-0.3034640412990580,4.099213244495950,,,,1,3,Top,,,,,,,-12.356996238200100,-131.5008775989980,1.3178757703627400,15.720164501011200,26.658899468366100,-22.84982353756260,3.28,1.57,,,,92,2125,7.1,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.36,,,,,,,,19,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,118,-0.001,0.029,,,,-0.029,,-1,1,0.412,0.5880000000000000,27,32,27,32,2,1,24,1,6,1,1.94,1.14,1.14,20.3,,,,,
FF,2025-05-23,91.8,3.49,5.43,"Schwarber, Kyle",656941,682052,,called_strike,,,,,4,Called Strike,R,L,L,ATH,PHI,S,,,0,0,2025,1.1,1.03,-0.36444004768612100,2.357247316400620,,,,1,3,Top,,,,,,,-12.276459043326600,-133.07262690889500,-4.173538849335240,15.66310074721890,27.341088820973100,-19.216941942023800,3.53,1.42,,,,93,2131,7.1,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.41,,,,,,,,19,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,125,0.002,-0.039,,,,0.039,,-1,1,0.41,0.5900000000000000,27,32,27,32,2,1,24,1,6,1,1.69,1.1,1.1,24.8,,,,,
FF,2025-05-23,94.8,-2.99,5.28,"Schwarber, Kyle",656941,686993,field_out,hit_into_play,,,,,2,Kyle Schwarber flies out to center fielder Denzel Clarke.,R,L,R,ATH,PHI,X,8,fly_ball,2,2,2025,-0.85,1.47,0.11465557673779700,3.2676359394854500,,607208,547180,1,8,Top,149.5,73.53,,,,,10.071743683097900,-137.5190970874960,-2.746274358426110,-13.374120142195500,37.71505389743300,-13.276527390769300,3.29,1.52,317,85.8,35,94.2,2432,6.6,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.86,0.005,0.005,0,1,0,0,3,56,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,217,0.039,-0.213,72.3,6.5,0.009,0.213,88.0,-1,1,0.223,0.777,28,32,29,32,1,3,3,1,1,1,1.13,0.85,-0.85,31.3,7.839370011607640,7.524875836143400,23.27742398925290,31.870452449919100,25.652427135309700
FF,2025-05-23,94.7,-2.86,5.3,"Schwarber, Kyle",656941,686993,,swinging_strike,,,,,5,Swinging Strike,R,L,R,ATH,PHI,S,,,2,1,2025,-0.58,1.66,0.27250255586555700,2.724380888875790,,607208,547180,1,8,Top,,,,,,,9.511321517943010,-137.29242191278900,-4.629070682698540,-9.7321827101435,37.151122968858200,-10.534788092874900,3.29,1.52,,,,94.2,2460,6.7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.79,,,,,,,,56,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,216,0.01,-0.063,79.8,7.0,,0.063,,-1,1,0.213,0.787,28,32,29,32,1,3,3,1,1,1,0.95,0.58,-0.58,29.7,10.737772635397500,4.9447260197009500,34.2583361327487,30.292672257703800,23.84943414327050
FF,2025-05-23,93.4,-2.97,5.28,"Schwarber, Kyle",656941,686993,,ball,,,,,14,Ball,R,L,R,ATH,PHI,B,,,1,1,2025,-1.03,1.47,0.9516925318063490,1.8362787250028,,607208,547180,1,8,Top,,,,,,,12.409384898296300,-135.24745570478300,-6.251960205110020,-15.583298292909800,34.1174073363278,-12.928253961255500,3.41,1.4,,,,93.1,2388,6.7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.78,,,,,,,,56,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,220,-0.008,0.048,,,,-0.048,,-1,1,0.221,0.779,28,32,29,32,1,3,3,1,1,1,1.21,1.03,-1.03,31.6,,,,,
FF,2025-05-23,92.2,-2.98,5.27,"Schwarber, Kyle",656941,686993,,ball,,,,,13,Ball,R,L,R,ATH,PHI,B,,,0,1,2025,-1.08,1.46,-1.4228908960233700,2.136344589478880,,607208,547180,1,8,Top,,,,,,,6.355283057108090,-133.95496295943300,-5.22064793615437,-14.43281904248980,35.170961852541400,-13.722993375052000,3.43,1.54,,,,92,2357,6.7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.76,,,,,,,,56,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,221,-0.004,0.018,,,,-0.018,,-1,1,0.225,0.775,28,32,29,32,1,3,3,1,1,1,1.28,1.08,-1.08,31.3,,,,,
FF,2025-05-23,93,-2.84,5.28,"Schwarber, Kyle",656941,686993,,called_strike,,,,,8,Called Strike,R,L,R,ATH,PHI,S,,,0,0,2025,-1.04,1.41,0.18189727584928000,1.60728313461629,,607208,547180,1,8,Top,,,,,,,10.090688257307000,-134.86144348601800,-6.664816685416520,-15.13078695926540,33.77934342033560,-13.632927917962500,3.46,1.46,,,,92.9,2334,6.7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.75,,,,,,,,56,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,220,0.006,-0.033,,,,0.033,,-1,1,0.219,0.781,28,32,29,32,1,3,3,1,1,1,1.28,1.04,-1.04,30.9,,,,,
FC,2025-05-23,89.6,3.63,5.36,"Schwarber, Kyle",656941,682052,walk,ball,,,,,13,Kyle Schwarber walks.,R,L,L,ATH,PHI,B,,,3,2,2025,0.06,0.67,-1.0752692916487300,2.312615732704130,,,,1,1,Top,,,,,,,-11.900289919396500,-129.8481638617350,-2.8814510521472200,3.408842235296470,29.536562191414200,-24.154149869102000,3.32,1.57,,,,90.4,2202,7.2,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.33,,0.691497,0.7,1,0,0,,3,6,Cutter,0,1,1,0,1,0,1,0,Infield shade,Standard,153,-0.019,0.339,,,,-0.339,,-1,1,0.421,0.579,27,32,27,32,1,0,24,1,6,1,2.21,0.06,0.06,27.7,,,,,
SL,2025-05-23,79.3,3.81,5.07,"Schwarber, Kyle",656941,682052,,ball,,,,,13,Ball,R,L,L,ATH,PHI,B,,,2,2,2025,-0.56,0.42,-0.9803832973554020,1.4844933479333100,,,,1,1,Top,,,,,,,-9.518797597944800,-115.10684672756200,-1.7581029938335300,-2.9633049085733800,23.795884673150800,-28.33141210962580,3.24,1.48,,,,79.7,2365,6.9,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.56,,,,,,,,3,5,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,275,-0.004,0.104,,,,-0.104,,-1,1,0.425,0.575,27,32,27,32,1,0,24,1,6,1,3.26,-0.56,-0.56,17.9,,,,,
SL,2025-05-23,81.5,3.85,5.19,"Schwarber, Kyle",656941,682052,,ball,,,,,13,Ball,R,L,L,ATH,PHI,B,,,1,2,2025,-0.56,0.42,-2.276049432890930,1.181388716384540,,,,1,1,Top,,,,,,,-12.785520098828500,-117.98953165863600,-3.1051706333698600,-2.546108244754220,24.80237590890840,-27.856229774940000,3.31,1.42,,,,81.9,2467,7,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.45,,,,,,,,3,4,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,275,-0.002,0.048,,,,-0.048,,-1,1,0.427,0.573,27,32,27,32,1,0,24,1,6,1,3.08,-0.56,-0.56,21.3,,,,,
FF,2025-05-23,92.3,3.59,5.33,"Schwarber, Kyle",656941,682052,,foul,,,,,12,Foul,R,L,L,ATH,PHI,S,,,1,1,2025,1.09,0.98,1.1400446652952700,3.0357986633720000,,,,1,1,Top,,,,,,,-8.73940448085542,-134.0713504179440,-2.1374490553121000,15.083698489755200,29.764228726551200,-20.083783550938000,3.29,1.52,273,77.9,41,93.4,2170,7.1,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.38,,,,,,,,3,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,131,0.002,-0.064,79.8,7.4,,0.064,88.0,-1,1,0.425,0.575,27,32,27,32,1,0,24,1,6,1,1.71,1.09,1.09,26.4,16.11020727319550,-20.18571193604300,28.64971776311740,22.71470332230330,34.06126947895830
FF,2025-05-23,91,3.56,5.35,"Schwarber, Kyle",656941,682052,,swinging_strike,,,,,12,Swinging Strike,R,L,L,ATH,PHI,S,,,1,0,2025,1.28,1.04,1.4251173435364400,3.6112404732451200,,,,1,1,Top,,,,,,,-8.250031233463950,-132.18483758580600,-0.6349592826717560,16.840020572018000,30.262020744131000,-20.153479436579600,3.29,1.52,,,,92.1,2181,7.2,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.3,,,,,,,,3,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,120,0.003,-0.049,70.8,6.3,,0.049,,-1,1,0.422,0.5780000000000000,27,32,27,32,1,0,24,1,6,1,1.74,1.28,1.28,27.3,10.831916149490500,10.408954910448200,24.92326069823220,19.05472357897410,22.084208053756800
SL,2025-05-23,79.7,3.8,5.14,"Schwarber, Kyle",656941,682052,,ball,,,,,14,Ball,R,L,L,ATH,PHI,B,,,0,0,2025,-0.7,-0.02,1.4284780671608900,2.2259815550730200,,,,1,1,Top,,,,,,,-3.9230229215308900,-116.12648848552800,0.3553636428315820,-5.634983632256080,21.322218732019900,-32.63000175378930,3.35,1.45,,,,80.3,2374,6.6,777804,669127,701762,649966,609280,805779,691016,672016,671732,53.88,,,,,,,,3,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,282,-0.002,0.039,,,,-0.039,,-1,1,0.424,0.5760000000000000,27,32,27,32,1,0,24,1,6,1,3.59,-0.7,-0.7,20.3,,,,,
FF,2025-05-22,95.4,-2.31,6.08,"Schwarber, Kyle",656941,608566,walk,ball,,,,,1,Kyle Schwarber walks.,R,L,R,COL,PHI,B,,,3,1,2025,-0.63,0.95,-0.6394310023334260,3.4275452668777600,,,,0,7,Top,,,,,,,5.717702017569780,-139.03879394068600,-3.560988699278390,-9.331961522765480,25.94613188597950,-19.133934021072500,3.35,1.51,,,,94.9,2202,5.5,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.98,,0.691497,0.7,1,0,0,,47,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,218,-0.023,0.262,,,,-0.262,,-1,1,0.293,0.7070000000000000,30,32,30,32,3,2,5,1,5,1,1.51,0.63,-0.63,38.9,,,,,
SI,2025-05-22,94,-2.23,6.1,"Schwarber, Kyle",656941,608566,,ball,,,,,11,Ball,R,L,R,COL,PHI,B,,,2,1,2025,-0.97,0.78,-1.0871064948325600,3.4611542325741900,,,,0,7,Top,,,,,,,5.029482543698570,-136.9659098229360,-2.908124471705630,-13.297571541457500,25.80570263371460,-21.906342473996600,3.37,1.49,,,,93.4,2118,5.6,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.94,,,,,,,,47,4,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,215,-0.011,0.134,,,,-0.134,,-1,1,0.304,0.696,30,32,30,32,3,2,5,1,5,1,1.76,0.97,-0.97,40.7,,,,,
CH,2025-05-22,89.7,-2.53,5.95,"Schwarber, Kyle",656941,608566,,ball,,,,,11,Ball,R,L,R,COL,PHI,B,,,1,1,2025,-0.85,0.54,-0.7938113385704290,3.6454490155047200,,,,0,7,Top,,,,,,,6.0208300098565300,-130.7023091505010,-0.976316449320122,-10.889078995658400,21.75726487344370,-25.852455228969800,3.3,1.49,,,,89.6,1691,5.7,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.79,,,,,,,,47,3,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,229,-0.005,0.055,,,,-0.055,,-1,1,0.309,0.6910000000000000,30,32,30,32,3,2,5,1,5,1,2.23,0.85,-0.85,40.7,,,,,
KC,2025-05-22,85,-2.24,6.16,"Schwarber, Kyle",656941,608566,,called_strike,,,,,7,Called Strike,R,L,R,COL,PHI,S,,,1,0,2025,0.22,-0.01,-0.4260293030854940,1.8161708731257000,,,,0,7,Top,,,,,,,3.748014216159640,-123.8847098177020,-3.9424744495078200,1.709103112378630,19.975793992735600,-31.8088824469964,3.3,1.48,,,,84.6,2661,5.5,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.99,,,,,,,,47,2,Knuckle Curve,0,1,1,0,1,0,1,0,Infield shade,Standard,37,0.005,-0.05,,,,0.05,,-1,1,0.304,0.696,30,32,30,32,3,2,5,1,5,1,3.11,-0.22,0.22,44.4,,,,,
KC,2025-05-22,84.8,-2.15,6.16,"Schwarber, Kyle",656941,608566,,ball,,,,,14,Ball,R,L,R,COL,PHI,B,,,0,0,2025,0.26,-0.24,0.5177903477812910,0.592229996737399,,,,0,7,Top,,,,,,,5.646966885870650,-123.40326611384100,-6.158888080642070,1.5680358693835300,23.51254766982210,-33.64198707685310,3.3,1.45,,,,83.8,2716,5.5,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.97,,,,,,,,47,1,Knuckle Curve,0,1,1,0,1,0,1,0,Infield shade,Standard,29,-0.004,0.041,,,,-0.041,,-1,1,0.308,0.692,30,32,30,32,3,2,5,1,5,1,3.4,-0.26,0.26,40.0,,,,,
KC,2025-05-22,85.3,-2.19,6.24,"Schwarber, Kyle",656941,608566,strikeout,swinging_strike,,,,,8,Kyle Schwarber strikes out swinging.,R,L,R,COL,PHI,S,2,,2,2,2025,0.13,0.18,-0.21522010704578100,1.8986402380062800,,547180,,1,4,Top,,,,,,,4.3357362617515800,-124.39583118819200,-4.401613441206900,0.683738316434834,19.034928329358300,-29.7270028140034,3.3,1.52,,,,85.2,2605,5.5,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.95,,0,0,1,0,0,,25,5,Knuckle Curve,0,1,1,0,1,0,1,0,Standard,Standard,36,0.033,-0.227,74.4,8.4,,0.227,,-1,1,0.36,0.64,30,32,30,32,2,1,5,1,5,1,2.88,-0.13,0.13,43.5,18.587879133701600,-35.25264015091240,27.458578182173500,37.10613270275550,46.5720492586631
KC,2025-05-22,88.2,-2.26,6.21,"Schwarber, Kyle",656941,608566,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,COL,PHI,B,,,1,2,2025,-0.06,-0.23,0.6094631733867790,-1.1110377873316300,,547180,,1,4,Top,,,,,,,6.999660979721910,-128.0884137508790,-11.15942864918190,-1.9165100103784900,22.099021300842500,-32.9112068749042,3.37,1.48,,,,87.5,2822,5.6,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.88,,,,,,,,25,4,Knuckle Curve,0,1,1,0,1,0,1,0,Standard,Standard,4,-0.005,0.026,,,,-0.026,,-1,1,0.365,0.635,30,32,30,32,2,1,5,1,5,1,3.13,0.06,-0.06,41.7,,,,,
SI,2025-05-22,95.6,-2.25,6.16,"Schwarber, Kyle",656941,608566,,foul,,,,,4,Foul,R,L,R,COL,PHI,S,,,1,1,2025,-1.09,0.63,-0.2958650171334190,2.386157093969440,,547180,,1,4,Top,,,,,,,7.500826693809130,-139.00691936100200,-5.718165567503710,-15.789480917175300,28.541672224071800,-22.9594187674641,3.3,1.52,250,76.5,34,94.6,2165,5.6,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.93,,,,,,,,25,3,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,216,0.007,-0.061,75.1,6.6,,0.061,88.0,-1,1,0.358,0.642,30,32,30,32,2,1,5,1,5,1,1.85,1.09,-1.09,39.8,0.059574309233017400,19.45050053053020,31.99084507340820,36.917558594210000,20.52221582603560
CH,2025-05-22,91.1,-2.45,6.06,"Schwarber, Kyle",656941,608566,,called_strike,,,,,9,Called Strike,R,L,R,COL,PHI,S,,,1,0,2025,-0.95,0.52,0.435112147577534,1.6502409577409300,,547180,,1,4,Top,,,,,,,9.161525593316310,-132.31936338744700,-6.268825217635330,-13.009273531230300,25.91927708630180,-24.891198629287400,3.38,1.42,,,,90.3,1825,5.7,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.77,,,,,,,,25,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,219,0.004,-0.042,,,,0.042,,-1,1,0.354,0.646,30,32,30,32,2,1,5,1,5,1,2.22,0.95,-0.95,37.2,,,,,
SI,2025-05-22,94.6,-2.26,6.2,"Schwarber, Kyle",656941,608566,,ball,,,,,11,Ball,R,L,R,COL,PHI,B,,,0,0,2025,-1.02,0.91,-2.2706382013397700,3.2307153025778800,,547180,,1,4,Top,,,,,,,2.2117693431073000,-137.81423701076100,-4.094096382654980,-13.50242162922580,28.62848595635490,-19.883232429036400,3.4,1.54,,,,93.8,2347,5.6,777817,607732,571657,668845,641857,678662,687597,686668,671289,54.91,,,,,,,,25,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,218,-0.002,0.028,,,,-0.028,,-1,1,0.356,0.644,30,32,30,32,2,1,5,1,5,1,1.62,1.02,-1.02,41.7,,,,,
